BEGIN_TIME,END_TIME,ITEM_PRICE,SVC_UNIT,LS_SELECTED,WEEK,CYCLEDAY,MEAL,COURSE,KEY_NAME,FORMAL_NAME,PORTION_SIZE,COST,KCAL,PRO,CHO,FAT,SFA,PUFA,FATRN,CHOL,NA,K,VTAIU,VITC,B1,B2,NIA,B6,CA,FE,P,TDFB,MG,ZN,CU,VITE,PANTAC,B12,FOL,VITK1,SE,VTDIU,I,CHLRD,BIO,FLD,CHOLN,F182,MN,MO,CR,SUGR,FRUC,GAL,GLC,LCT,MALT,RAFI,SUCR,OSUGR,MANI,SORB,SORT,INCOMPLETE_FLAG,COURSE_SORT,MENUPLANGRP,NOTETEXT,TRAITS,MILK_ALLERGEN,EGGS_ALLERGEN,FISH_ALLERGEN,SHELLFISH_ALLERGEN,WHEAT_ALLERGEN,PEANUT_ALLERGEN,TREENUTS_ALLERGEN,SOYBEAN_ALLERGEN,GRAM_WEIGHT,COURSE_ALIAS,NON_SELECT_ITEM,MUSTARD_ALLERGEN,GLUTEN_ALLERGEN,MSG_ALLERGEN,SESAME_ALLERGEN,SULPHITES_ALLERGEN,HALAL_TRAIT,PORTION_QUANTITY,PORTION_UOM,UPC,LIST_OF_INGREDIENTS
07:00,11:00,0.00,"51809001 - LUTHER COLLEGE-RESIDENT DINING - RESIDENT DINING",,46,"20171113","Breakfast","92670803 - Bakery","11024","Cinnamon Streusel Coffee Cake","1 Cut-6x8 FP",0.341606,287.152,2.911,49.082,8.798,4.432,0.000,0.000,11.642,325.107,0.260,0.000,0.000,0.132,0.132,1.654,0.000,42.123,1.521,0.000,0.926,0.260,0.000,0.002,0.000,0.000,0.000,33.074,0.000,0.000,0.000,0.000,0.000,0.000,21.075,0.000,0.000,0.000,0.000,0.000,27.716,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,,4,"BREADS-QUICK,BATTERS","Sweet Coffee Cake with Crunchy Cinnamon Streusel Topping","","M","E","","","H","","","B",82.92215,"Bakery","N","","G","",,,,1.00000,"1 Cut-6x8 FP","","Cinnamon Streusel Cake Mix & Topping (CAKE Wheat Flour, Malted Barley Flour, Sugar, Palm Oil, Baking Soda, Sodium Aluminum Phosphate, Monocalcium Phosphate Monohydrate, Modified Corn Starch, Dextrose, Egg Yolk with Sodium Silicoaluminate, Nonfat Milk, Salt, Xanthan Gum, Dried Corn Syrup, Soy Lecithin, Egg White, Artificial Flavor, Soy Flour. TOPPING Brown Sugar,  Cinnamon, Soy Flour, Egg, Nonfat Milk. ), Cinnamon Streusel Cake Mix & Topping (CAKE Wheat Flour, Malted Barley Flour, Sugar, Palm Oil, Baking Soda, Sodium Aluminum Phosphate, Monocalcium Phosphate Monohydrate, Modified Corn Starch, Dextrose, Egg Yolk with Sodium Silicoaluminate, Nonfat Milk, Salt, Xanthan Gum, Dried Corn Syrup, Soy Lecithin, Egg White, Artificial Flavor, Soy Flour. TOPPING Brown Sugar,  Cinnamon, Soy Flour, Egg, Nonfat Milk. ), Water, Water"
07:00,11:00,0.00,"51809001 - LUTHER COLLEGE-RESIDENT DINING - RESIDENT DINING",,46,"20171113","Breakfast","92670803 - Bakery","59605","Lemon Poppy Muffin","1 Muffin",0.723424,396.893,5.670,51.029,19.278,2.835,0.000,0.000,39.689,283.495,0.000,21.886,0.113,0.227,0.227,1.474,0.000,75.636,1.814,0.000,1.134,0.000,0.000,0.000,0.000,0.000,0.000,40.029,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,28.350,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2,,4,"BREADS-QUICK,BATTERS","Oven Fresh Lemony Muffins with a Profusion of Poppy Seeds","","","E","","","H","","","B",94.12034,"Bakery","N","","G","",,,,1.00000,"1 Muffin","404000526278","Lemon Poppy Seed Muffin Batter (Water, Sugar, Wheat Flour, Malted Barley Flour, Soybean Oil, High Fructose Corn Syrup, Sugar, Modified Corn Starch, Lemon Juice Concentrate, Sodium Benzoate, Natural Flavor, Citric Acid, Artificial Color, Yellow 5, Poppy Seed, Eggs, Modified Tapioca Starch, Egg White, Sorghum Flour, Sodium Aluminum Phosphate, Salt, Modified Corn Starch, Monoglycerides, Oat Fiber, Oat Bran, Artificial Flavor, Xanthan Gum, Yellow 5 and 6, Algin, Citric Acid.)"
07:00,11:00,0.00,"51809001 - LUTHER COLLEGE-RESIDENT DINING - RESIDENT DINING",,46,"20171113","Breakfast","92670804 - Misc Peripheral","45086","Waffle Bar","1 Waffle",0.679538,800.248,11.580,180.894,8.301,5.343,1.303,0.000,16.450,1821.980,73.165,14.175,23.624,0.013,0.043,0.243,0.017,243.247,2.084,15.371,9.182,5.569,0.218,0.047,0.000,0.068,0.000,8.505,0.964,0.877,0.000,0.000,0.000,0.000,0.000,2.608,0.021,0.290,0.000,0.000,42.061,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.033,0.000,0.000,0,,5,"BREAKFAST ENTREE","Fluffy Vanilla Waffle Served with Pancake Syrup and Strawberries","P","M","E","","","H","","","B",287.89600,"Misc Peripheral","N","","G","",,,,1.00000,"1 Waffle","40300011975","Pancake Syrup (Corn Syrup, Water, Salt, Potassium Sorbate, Sodium Benzoate And Benzoic Acid, Cellulose Gum, Caramel Color, Artificial & Natural Flavor.), Vanilla Belgian Waffle Mix (Wheat Flour, Sugar, Corn Meal, Whole Egg, Baking Soda, Sodium Aluminum Phosphate, Monocalcium Phosphate, Soy Flour, Soybean Oil, Sunflower Oil, or Coconut Oil, Salt, Dextrose, Malt, Nonfat Dry Milk, Artificial Flavor.  ), Water (Wheat Flour, Flavor Bits (Sugar, Partially Hydrogenated Vegetable Oil (Palm and Palm Kernel Oil), Nonfat Milk Powder, Soy Lecithin, Artificial Color, Artificial Flavors, Red 40 Lake, Blue 2 Lake), Sugar, Corn Meal, Whole Egg, Leavening (Baking Soda, Sodium Aluminum Phosphate, Monocalcium Phosphate), Soy Flour, may contain one of the following (Soybean Oil, Sunflower Oil, or Coconut Oil), Salt, Dextrose, Malt, Nonfat Dry Milk, Artificial Flavor, Sucralose and/or Acesulfame Potassium. ), Sweetened Sliced Strawberries (Strawberries, Sugar.)"
07:00,11:00,0.00,"51809001 - LUTHER COLLEGE-RESIDENT DINING - RESIDENT DINING",,46,"20171113","Breakfast","92670804 - Misc Peripheral","62158","Miscellaneous/Peripherals","Each",1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,5,"INV-MISC","Miscellaneous/Peripherals",,,,,,,,,,0.28350,"Misc Peripheral","N",,,,,,,1.00000,"Each","",
07:00,11:00,0.00,"51809001 - LUTHER COLLEGE-RESIDENT DINING - RESIDENT DINING",,46,"20171113","Breakfast","92670805 - G&G","87846","Sticky Mango Oatmeal","6 oz Ladle",0.269491,160.713,3.738,24.360,5.715,3.685,0.555,0.000,0.030,10.942,113.275,152.255,5.149,0.113,0.044,0.367,0.042,18.727,1.171,99.381,2.630,35.299,0.887,0.120,0.000,0.297,0.000,13.743,1.065,6.978,0.000,0.000,0.000,0.000,87.164,10.763,0.524,0.874,0.000,0.000,6.991,2.819,0.164,2.169,0.000,0.076,0.000,1.263,0.000,0.000,0.000,0,,6,"CEREALS-HOT, COLD",,"P","","","","","","","T","",172.90360,"G&G","N","","G","",,,,1.00000,"6 oz Ladle","404000611950","Old Fashioned Oatmeal (Water, Old-Fashioned Oats (Steam Table) (100% Natural Oats.)), Coconut Milk (Coconut Milk, Water, Guar Gum.), Mango Chunks (Mango.), Honey (Honey.)"
07:00,11:00,0.00,"51809001 - LUTHER COLLEGE-RESIDENT DINING - RESIDENT DINING",,46,"20171113","Breakfast","92670805 - G&G","8333","Tri-Tater Patties","1 Tri-Tater",0.168676,146.191,0.928,11.760,10.799,1.514,1.465,0.051,0.000,180.910,0.000,0.000,5.415,0.000,0.000,0.000,0.000,0.000,0.325,0.000,0.000,0.000,0.928,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,,6,"VEG-POTATOES",,"P","","","","","","","","B",56.69900,"G&G","N","","","","","","",1.00000,"1 Tri-Tater","40300011614","Hash Brown Trianglez, Frozen, 2 oz , Deep Fat Frying Oil (Canola Oil, TBHQ, Citric Acid, Dimethylpolysiloxane.)"
07:00,11:00,0.00,"51809001 - LUTHER COLLEGE-RESIDENT DINING - RESIDENT DINING",,46,"20171113","Breakfast","92670805 - G&G","62024","Biscuit w/ Egg, Cheese & Ham","1 Sandwich",0.799389,383.482,22.113,27.862,20.033,13.307,1.437,0.339,231.347,1350.421,86.636,534.470,0.239,0.195,0.387,1.636,0.087,99.954,2.362,100.730,0.632,6.161,0.658,0.036,0.000,0.781,0.454,63.707,0.206,15.613,41.692,26.948,0.000,0.000,0.013,0.004,0.000,0.004,0.000,0.000,4.722,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2,,6,"SAND-EGG (HOT)","Scrambled Eggs on a Biscuit with Shaved Ham and American Cheese","","M","E","","","H","","","B",178.94205,"G&G","N","","G","",,,,1.00000,"1 Sandwich","404000528241","Smoked Ham (Fresh Pork Hams, Water, Dextrose, Salt, Potassium Chloride, Sodium Phosphates, Sodium Erythorbate, Sodium Nitrite.), Biscuits (Wheat Flour, Malted Barley Flour, Water, Hydrogenated Palm Kernel Oil, Sugar, Baking Soda, Salt, Sodium Aluminum Phosphate, Buttermilk, Sodium Acid Pyrophosphate, Nonfat Milk, Sodium Caseinate, Whey Protein Concentrate, Whey.), Seasoned Scrambled  Eggs (Pasteurized Liquid Eggs (Whole Eggs, Citric Acid), Margarine (Palm Oil, Water, Salt, Nonfat Dry Milk Solids, Soy Lecithin, Vegetable Mono and Diglycerides, Sodium Benzoate, Citric Acid, Beta Carotene ), Kosher Salt (Salt, Yellow Prussiate of Soda.), Ground Black Pepper (HC) (Black Peppercorns.)), American Cheese, Yellow (Cultured Milk and Skim Milk, Water, Cream, Sodium Citrate, Salt, Sodium Phosphate, Sorbic Acid, Citric Acid, Artificial Color, Acetic Acid, Enzymes, Soy Lecithin.)"
11:30,14:00,0.00,"51809001 - LUTHER COLLEGE-RESIDENT DINING - RESIDENT DINING",,46,"20171113","Lunch","92670806 - Soups ","47592","Herb Seasoned Breadsticks","1 Breadstick",0.102445,79.088,2.402,12.452,2.230,0.345,0.821,0.024,1.429,130.786,4.374,3.483,0.002,0.106,0.067,0.854,0.002,9.306,0.790,3.989,0.544,1.652,0.038,0.013,0.000,0.003,0.002,24.358,0.220,0.142,0.026,0.000,0.000,0.000,0.046,0.099,0.102,0.036,0.000,0.000,0.838,0.001,0.000,0.001,0.000,0.000,0.000,0.006,0.000,0.000,0.000,0,,1,"BREADS-YEAST","Bread Sticks Loaded with Poppy and Sesame Seeds, Cracked Pepper & Parmesan, Baked till Crispy & Delicious","P","M","E","","","H","","","B",30.16387,"Soups ","N","","G","","A","","",1.00000,"1 Breadstick","404000016588","Breadsticks (Wheat Flour, Malted Barley Flour, Water, Yeast, High Fructose Corn Syrup, Soybean Oil, Eggs, Salt, Wheat Gluten, Sodium Stearoyl Lactylate, Datem, Ascorbic Acid, Enzyme.), Canola Oil (Canola Oil.), Poppy Seed (Poppy Seeds.), White Unsalted Sesame Seeds (Sesame Seeds.), Table Ground Black Pepper (Black Peppercorns.), Grated Parmesan Cheese (Milk, Cheese Culture, Salt, Enzymes, Powdered Cellulose.)"
11:30,14:00,0.00,"51809001 - LUTHER COLLEGE-RESIDENT DINING - RESIDENT DINING",,46,"20171113","Lunch","92670806 - Soups ","61479","Potato Leek Soup","8 oz Ladle",0.197408,83.433,2.036,15.229,1.806,0.637,0.387,0.043,2.561,100.253,224.502,222.443,6.722,0.077,0.054,0.807,0.158,30.488,0.437,43.150,1.047,16.173,0.226,0.117,0.000,0.329,0.071,13.612,4.330,1.551,6.477,0.000,0.000,0.000,69.431,9.622,0.055,0.126,0.000,0.000,2.667,0.309,0.044,0.363,0.701,0.000,0.005,0.182,0.000,0.000,0.000,1,,1,"SOUPS-CREAM, CHEESE","Hearty Vegetable Broth Simmered with Fresh Leeks and Potatoes","P","M","","","","H","","","",168.85825,"Soups ","N","","G","","","","",1.00000,"8 oz Ladle","402001390416","Water, 120ct Baking Potatoes, Fat Free Milk, Fresh Celery, Fresh Leeks (Leeks.), Fresh Yellow Onions (Yellow Onions.), GF Low Sodium Vegetable Base, No MSG (Onions, celery, carrots, maltodextrin, sugar, autolyzed yeast extract, onion powder, salt, water, corn oil, potassium chloride, carrot powder, modified tapioca starch, carrot juice concentrate, tomato paste, garlic powder, disodium guanylate, disodium inosinate, natural flavor, potassium sorbate, citric acid, extractives of paprika.), Fresh Leeks (Leeks.), All-Purpose Flour (Wheat Flour, Malted Barley Flour,), Unsalted Butter Solids (Milk, Cream. ), Canola Oil (was Canola Olive Oil Blend) (Canola Oil.), Fresh Garlic, Ground White Pepper (White Pepper.), Fresh Thyme Leaves, Whole Bay Leaves (Bay Leaves.)"
11:30,14:00,0.00,"51809001 - LUTHER COLLEGE-RESIDENT DINING - RESIDENT DINING",,46,"20171113","Lunch","92670806 - Soups ","51773","Lima Bean and Tomato Soup","8 oz Ladle",0.286006,217.019,9.693,31.803,6.157,2.184,0.864,0.000,6.421,714.706,906.021,1933.999,10.475,0.243,0.133,1.202,0.277,74.802,3.310,178.700,9.002,93.261,1.348,0.328,0.000,0.617,0.021,160.827,34.204,3.478,0.638,0.000,0.000,0.000,146.689,41.783,0.734,0.708,0.000,0.000,7.109,0.778,0.073,0.799,0.000,0.000,0.151,1.129,0.000,0.000,0.000,2,,1,"SOUPS-BROTH","Native American-Style Lima Bean Soup Seasoned with Salt Pork","","","","","","","","","",236.24582,"Soups ","N","","","",,,,1.00000,"8 oz Ladle","402001388284","Water, Diced Tomatoes, Canned (Tomatoes, Tomato Juice, Salt, Citric Acid, Calcium Chloride.), Water, Large Lima Beans, Dried (Large Lima Beans), Fresh Yellow Onions (Yellow Onions.), Fresh Carrots, Fresh Celery, Salt Pork (Skin-on pork fat back, cured with water, salt, sugar, sodium phosphates, sodium erythorbate, sodium nitrite.), Fresh Parsley Leaves, GF Low Sodium Vegetable Base, No MSG (Onions, celery, carrots, maltodextrin, sugar, autolyzed yeast extract, onion powder, salt, water, corn oil, potassium chloride, carrot powder, modified tapioca starch, carrot juice concentrate, tomato paste, garlic powder, disodium guanylate, disodium inosinate, natural flavor, potassium sorbate, citric acid, extractives of paprika.), Salt (Salt.), Crushed Red Pepper Flakes (Red Pepper.), Whole Bay Leaves (Bay Leaves.)"
